id,nombre_cientifico,id_dicc_especies,nombre_cientifico.1,kingdom,phylum,subphylum,class,order,family,genus
1631,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1632,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
1633,Parus major,371,Parus major,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Parus
1634,Certhia brachydactyla,392,Certhia brachydactyla,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Certhia
1635,Certhia brachydactyla,392,Certhia brachydactyla,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Certhia
1636,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
1637,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
1638,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
1639,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
1641,Certhia brachydactyla,392,Certhia brachydactyla,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Certhia
1642,Parus major,371,Parus major,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Parus
1643,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
1644,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1645,Garrulus glandarius,433,Garrulus glandarius,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Garrulus
1646,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1647,Garrulus glandarius,433,Garrulus glandarius,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Garrulus
1648,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
1649,Parus major,371,Parus major,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Parus
1650,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
1651,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
1652,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
1653,Pyrrhocorax pyrrhocorax,426,Pyrrhocorax pyrrhocorax,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Pyrrhocorax
1654,Garrulus glandarius,433,Garrulus glandarius,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Garrulus
1655,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1657,Phoenicurus ochruros,304,Phoenicurus ochruros,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Phoenicurus
1658,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1659,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
1660,Emberiza cirlus,464,Emberiza cirlus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1661,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
1662,Parus major,371,Parus major,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Parus
1663,Aegithalos caudatus,380,Aegithalos caudatus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Aegithalidae,Aegithalos
1664,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
1665,Certhia brachydactyla,392,Certhia brachydactyla,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Certhia
1666,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
1667,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
1668,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
1669,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
1670,Periparus ater,373,Periparus ater,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Periparus
1671,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
1672,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
1673,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
1675,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1676,Garrulus glandarius,433,Garrulus glandarius,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Garrulus
1678,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
1679,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1680,Garrulus glandarius,433,Garrulus glandarius,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Garrulus
1681,Garrulus glandarius,433,Garrulus glandarius,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Garrulus
1682,Certhia brachydactyla,392,Certhia brachydactyla,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Certhia
1683,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1684,Periparus ater,373,Periparus ater,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Periparus
1685,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
1686,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
1687,Parus major,371,Parus major,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Parus
1688,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
1689,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1690,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
1691,Parus major,371,Parus major,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Parus
1692,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
1693,Certhia brachydactyla,392,Certhia brachydactyla,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Certhia
1694,Parus major,371,Parus major,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Parus
1696,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
1697,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
1698,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
1699,Garrulus glandarius,433,Garrulus glandarius,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Garrulus
1700,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1701,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
1702,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1703,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
1704,Garrulus glandarius,433,Garrulus glandarius,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Garrulus
1705,Parus major,371,Parus major,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Parus
1706,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
1707,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
1708,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
1709,Aegithalos caudatus,380,Aegithalos caudatus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Aegithalidae,Aegithalos
1710,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
1711,Certhia brachydactyla,392,Certhia brachydactyla,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Certhia
1712,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
1713,Parus major,371,Parus major,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Parus
1714,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1715,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
1716,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1717,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1720,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
1721,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1722,Garrulus glandarius,433,Garrulus glandarius,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Garrulus
1723,Aegithalos caudatus,380,Aegithalos caudatus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Aegithalidae,Aegithalos
1724,Certhia brachydactyla,392,Certhia brachydactyla,Metazoa,Chordata,Craniata,Aves,Passeriformes,Certhiidae,Certhia
1726,Erithacus rubecula,296,Erithacus rubecula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Erithacus
1727,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1728,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
1729,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1730,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
1731,Aegithalos caudatus,380,Aegithalos caudatus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Aegithalidae,Aegithalos
1732,Pica pica,431,Pica pica,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Pica
1733,Pica pica,431,Pica pica,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Pica
1734,Oenanthe hispanica,310,Oenanthe hispanica,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Oenanthe
1735,Oenanthe hispanica,310,Oenanthe hispanica,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Oenanthe
1736,Anthus campestris,264,Anthus campestris,Metazoa,Chordata,Craniata,Aves,Passeriformes,Motacillidae,Anthus
1737,Oenanthe oenanthe,309,Oenanthe oenanthe,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Oenanthe
1738,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1739,Emberiza cirlus,464,Emberiza cirlus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1740,Anthus campestris,264,Anthus campestris,Metazoa,Chordata,Craniata,Aves,Passeriformes,Motacillidae,Anthus
1741,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1742,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1744,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1745,Phoenicurus ochruros,304,Phoenicurus ochruros,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Phoenicurus
1746,Galerida theklae,239,Galerida theklae,Metazoa,Chordata,Craniata,Aves,Passeriformes,Alaudidae,Galerida
1747,Alauda arvensis,234,Alauda arvensis,Metazoa,Chordata,Craniata,Aves,Passeriformes,Alaudidae,Alauda
1748,Galerida theklae,239,Galerida theklae,Metazoa,Chordata,Craniata,Aves,Passeriformes,Alaudidae,Galerida
1749,Phoenicurus ochruros,304,Phoenicurus ochruros,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Phoenicurus
1750,Phoenicurus ochruros,304,Phoenicurus ochruros,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Phoenicurus
1751,Phoenicurus ochruros,304,Phoenicurus ochruros,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Phoenicurus
1752,Oenanthe oenanthe,309,Oenanthe oenanthe,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Oenanthe
1753,Oenanthe oenanthe,309,Oenanthe oenanthe,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Oenanthe
1754,Oenanthe oenanthe,309,Oenanthe oenanthe,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Oenanthe
1755,Oenanthe oenanthe,309,Oenanthe oenanthe,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Oenanthe
1756,Turdus torquatus,294,Turdus torquatus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
1757,Galerida theklae,239,Galerida theklae,Metazoa,Chordata,Craniata,Aves,Passeriformes,Alaudidae,Galerida
1758,Alauda arvensis,234,Alauda arvensis,Metazoa,Chordata,Craniata,Aves,Passeriformes,Alaudidae,Alauda
1759,Anthus campestris,264,Anthus campestris,Metazoa,Chordata,Craniata,Aves,Passeriformes,Motacillidae,Anthus
1760,Galerida theklae,239,Galerida theklae,Metazoa,Chordata,Craniata,Aves,Passeriformes,Alaudidae,Galerida
1761,Anthus campestris,264,Anthus campestris,Metazoa,Chordata,Craniata,Aves,Passeriformes,Motacillidae,Anthus
1762,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1763,Garrulus glandarius,433,Garrulus glandarius,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Garrulus
1764,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
1765,Parus major,371,Parus major,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Parus
1766,Garrulus glandarius,433,Garrulus glandarius,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Garrulus
1767,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
1768,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1769,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1770,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1771,Parus major,371,Parus major,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Parus
1772,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
1773,Aegithalos caudatus,380,Aegithalos caudatus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Aegithalidae,Aegithalos
1774,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1775,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1776,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1777,Parus major,371,Parus major,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Parus
1778,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1779,Garrulus glandarius,433,Garrulus glandarius,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Garrulus
1780,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
1781,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1782,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
1783,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1784,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
1785,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1786,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1787,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1788,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1789,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1790,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1791,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1792,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1794,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1795,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1796,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1797,Parus major,371,Parus major,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Parus
1798,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1799,Garrulus glandarius,433,Garrulus glandarius,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Garrulus
1801,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1802,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1803,Aegithalos caudatus,380,Aegithalos caudatus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Aegithalidae,Aegithalos
1804,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
1805,Fringilla coelebs,436,Fringilla coelebs,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Fringilla
1806,Parus major,371,Parus major,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Parus
1807,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1808,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1809,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1810,Parus major,371,Parus major,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Parus
1811,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1812,Aegithalos caudatus,380,Aegithalos caudatus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Aegithalidae,Aegithalos
1813,Parus major,371,Parus major,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Parus
1814,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1815,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1816,Cyanistes caeruleus,375,Cyanistes caeruleus,Metazoa,Chordata,Craniata,Aves,Passeriformes,Paridae,Cyanistes
1820,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1822,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1823,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
1824,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1825,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1826,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1827,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1828,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
1829,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1830,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
1832,Lullula arborea,236,Lullula arborea,Metazoa,Chordata,Craniata,Aves,Passeriformes,Alaudidae,Lullula
1833,Oenanthe oenanthe,309,Oenanthe oenanthe,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Oenanthe
1834,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1838,Prunella modularis,285,Prunella modularis,Metazoa,Chordata,Craniata,Aves,Passeriformes,Passeridae,Prunella
1840,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1842,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1843,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
1845,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
1846,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
1847,Turdus merula,293,Turdus merula,Metazoa,Chordata,Craniata,Aves,Passeriformes,Turdidae,Turdus
1848,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1849,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
1850,Pica pica,431,Pica pica,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Pica
1851,Pica pica,431,Pica pica,Metazoa,Chordata,Craniata,Aves,Passeriformes,Corvidae,Pica
1853,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1854,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1855,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1856,Phoenicurus ochruros,304,Phoenicurus ochruros,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Phoenicurus
1858,Phoenicurus ochruros,304,Phoenicurus ochruros,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Phoenicurus
1860,Oenanthe oenanthe,309,Oenanthe oenanthe,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Oenanthe
1861,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1862,Oenanthe oenanthe,309,Oenanthe oenanthe,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Oenanthe
1863,Lullula arborea,236,Lullula arborea,Metazoa,Chordata,Craniata,Aves,Passeriformes,Alaudidae,Lullula
1864,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
1866,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
1867,Phoenicurus ochruros,304,Phoenicurus ochruros,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Phoenicurus
1870,Oenanthe oenanthe,309,Oenanthe oenanthe,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Oenanthe
1871,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1873,Oenanthe oenanthe,309,Oenanthe oenanthe,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Oenanthe
1874,Anthus campestris,264,Anthus campestris,Metazoa,Chordata,Craniata,Aves,Passeriformes,Motacillidae,Anthus
1875,Oenanthe oenanthe,309,Oenanthe oenanthe,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Oenanthe
1877,Emberiza cia,466,Emberiza cia,Metazoa,Chordata,Craniata,Aves,Passeriformes,Fringillidae,Emberiza
1878,Oenanthe oenanthe,309,Oenanthe oenanthe,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Oenanthe
1879,Saxicola torquata,306,Saxicola torquata,Metazoa,Chordata,Craniata,Aves,Passeriformes,Muscicapidae,Saxicola
