id;nombre_cientifico;numero;distancia;desplazamiento;adis_transecto_id;fechai;fechaf;adis_visita_id;id_dicc_especies
13830;Certhia brachydactyla;1;30;5;9;2011-10-18 07:30:00;2011-10-18 09:05:00;572;392
13831;Phylloscopus;1;490;5;9;2011-10-18 07:30:00;2011-10-18 09:05:00;572;349
13832;Fringilla coelebs;3;1630;5;9;2011-10-18 07:30:00;2011-10-18 09:05:00;572;436
13833;Certhia brachydactyla;1;1820;5;9;2011-10-18 07:30:00;2011-10-18 09:05:00;572;392
13834;Emberiza cia;3;910;5;9;2011-10-18 07:30:00;2011-10-18 09:05:00;572;466
13835;Cyanistes caeruleus;3;80;5;9;2011-10-18 07:30:00;2011-10-18 09:05:00;572;375
13836;Cyanistes caeruleus;1;970;5;9;2011-10-18 07:30:00;2011-10-18 09:05:00;572;375
13837;Turdus torquatus;1;1210;5;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;294
13838;Phoenicurus ochruros;2;900;5;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;304
13839;Anthus campestris;1;470;25;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;264
13840;Turdus torquatus;1;1620;5;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;294
13841;Fringilla coelebs;1;870;5;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;436
13842;Phylloscopus bonelli;5;830;5;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;350
13843;Sylvia undata;1;740;5;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;318
13844;Alectoris rufa;6;600;5;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;747
13845;Turdus torquatus;1;1210;45;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;294
13846;Phylloscopus;3;700;5;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;349
13847;Saxicola torquata;1;110;15;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;306
13848;Sylvia undata;2;1380;15;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;318
13849;Phoenicurus ochruros;1;830;5;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;304
13850;Sylvia undata;1;145;15;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;318
13851;Anthus campestris;1;700;5;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;264
13852;Pyrrhocorax pyrrhocorax;2;700;45;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;426
13853;Alectoris rufa;10;40;45;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;747
13854;Turdus torquatus;1;1500;5;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;294
13855;Phoenicurus ochruros;2;800;25;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;304
13856;Alauda arvensis;3;670;5;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;234
13857;Alauda arvensis;1;1570;5;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;234
13858;Phoenicurus ochruros;1;710;5;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;304
13859;Alauda arvensis;1;1290;5;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;234
13860;Turdus torquatus;18;1300;35;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;294
13861;Fringilla coelebs;2;1210;5;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;436
13862;Turdus viscivorus;1;300;25;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;289
13863;Anthus campestris;1;100;45;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;264
13864;Turdus merula;2;800;25;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;293
13865;Alauda arvensis;19;620;5;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;234
13866;Alauda arvensis;1;1520;5;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;234
13867;Turdus torquatus;1;1350;5;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;294
13868;Phoenicurus ochruros;1;750;5;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;304
13869;Alectoris rufa;6;620;5;7;2011-10-17 07:00:00;2011-10-17 08:13:00;573;747
6979;Emberiza cia;2;154;35;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;466
6980;Alauda arvensis;1;295;25;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;234
6981;Phoenicurus ochruros;1;541;25;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;304
6982;Alectoris rufa;1;585;25;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;747
6983;Phoenicurus ochruros;2;602;5;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;304
6984;Anthus campestris;1;700;25;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;264
6985;Cuculus canorus;1;784;45;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;806
6986;Emberiza cia;2;818;5;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;466
6987;Alectoris rufa;2;837;15;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;747
6988;Oenanthe oenanthe;1;954;15;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;309
6989;Alauda arvensis;1;989;15;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;234
6990;Lullula arborea;2;1206;35;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;236
6991;Alauda arvensis;1;1290;15;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;234
6992;Oenanthe oenanthe;1;1340;25;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;309
6993;Alauda arvensis;1;1380;5;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;234
6994;Alectoris rufa;2;1430;15;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;747
6995;Anthus campestris;1;1660;25;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;264
6996;Oenanthe oenanthe;1;1920;5;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;309
6997;Phoenicurus ochruros;1;2020;35;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;304
6998;Oenanthe oenanthe;2;2130;5;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;309
6999;Oenanthe oenanthe;2;2130;25;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;309
7000;Alauda arvensis;2;2400;5;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;234
7001;Oenanthe oenanthe;1;2430;5;10;2009-05-12 07:46:00;2009-05-12 08:50:00;303;309
6926;Fringilla coelebs;1;161;5;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;436
6927;Periparus ater;1;269;5;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;373
6928;Fringilla coelebs;1;281;5;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;436
6929;Turdus viscivorus;1;320;5;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;289
6930;Fringilla coelebs;1;431;35;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;436
6931;Phoenicurus ochruros;1;472;5;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;304
6932;Turdus merula;1;509;45;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;293
6933;Serinus serinus;1;509;45;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;442
6934;Fringilla coelebs;1;509;15;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;436
6935;Cyanistes caeruleus;1;638;5;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;375
6936;Emberiza cia;1;638;5;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;466
6937;Emberiza cia;1;847;5;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;466
6938;Cyanistes caeruleus;1;902;15;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;375
6939;Emberiza cia;4;935;5;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;466
6940;Parus major;2;1370;5;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;371
6941;Fringilla coelebs;1;1620;5;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;436
6942;Emberiza cia;1;1650;5;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;466
6943;Emberiza cia;3;1800;15;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;466
6944;Cyanistes caeruleus;1;1840;5;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;375
6945;Turdus merula;1;2000;35;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;293
6946;Periparus ater;1;2030;15;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;373
6947;Emberiza cia;0;2030;5;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;466
6948;Aegithalos caudatus;4;2120;15;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;380
6949;Emberiza cia;1;2170;5;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;466
6950;Fringilla coelebs;1;2220;25;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;436
6951;Fringilla coelebs;1;2240;5;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;436
6952;Periparus ater;1;2300;5;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;373
6953;Garrulus glandarius;2;2340;5;9;2009-05-13 08:30:00;2009-05-13 10:15:00;301;433
2854;Fringilla coelebs;2;40;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;436
2855;Cyanistes caeruleus;1;10;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;375
2856;Serinus serinus;1;160;15;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;442
2857;Fringilla coelebs;1;140;15;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;436
2858;Certhia brachydactyla;1;190;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;392
2859;Cyanistes caeruleus;1;230;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;375
2860;Fringilla coelebs;1;270;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;436
2861;Periparus ater;1;250;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;373
2862;Fringilla coelebs;3;240;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;436
2863;Turdus merula;1;280;15;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;293
2864;Columba palumbus;1;280;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;796
2865;Pyrrhocorax pyrrhocorax;1;280;45;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;426
2866;Fringilla coelebs;1;290;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;436
2867;Serinus serinus;1;290;15;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;442
2868;Periparus ater;1;320;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;373
2869;Serinus serinus;2;334;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;442
2870;Cyanistes caeruleus;1;334;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;375
2871;Columba palumbus;1;370;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;796
2872;Serinus serinus;1;390;15;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;442
2873;Fringilla coelebs;1;480;35;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;436
2874;Turdus merula;1;485;35;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;293
2875;Fringilla coelebs;2;490;15;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;436
2876;Serinus serinus;1;500;45;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;442
2877;Emberiza cia;1;750;25;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;466
2878;Emberiza cia;1;840;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;466
2879;Pyrrhocorax pyrrhocorax;1;1100;45;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;426
2880;Erithacus rubecula;1;1480;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;296
2881;Cyanistes caeruleus;2;1480;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;375
2882;Parus major;1;1530;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;371
2883;Fringilla coelebs;1;1570;15;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;436
2884;Turdus merula;1;1600;25;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;293
2885;Fringilla coelebs;2;1600;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;436
2886;Emberiza cia;1;1600;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;466
2887;Turdus merula;1;1850;15;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;293
2888;Garrulus glandarius;1;1870;25;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;433
2889;Turdus merula;1;1940;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;293
2890;Emberiza cia;2;1940;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;466
2891;Pyrrhocorax pyrrhocorax;1;1960;45;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;426
2892;Garrulus glandarius;1;1960;15;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;433
2893;Emberiza cia;1;1960;15;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;466
2894;Fringilla coelebs;1;2030;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;436
2895;Emberiza cia;2;2040;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;466
2896;Turdus merula;1;2040;15;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;293
2897;Fringilla coelebs;1;2110;15;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;436
2898;Alectoris rufa;1;2120;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;747
2899;Fringilla coelebs;2;2200;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;436
2900;Fringilla coelebs;1;2210;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;436
2901;Fringilla coelebs;2;2250;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;436
2902;Emberiza cia;1;2250;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;466
2903;Emberiza cia;1;2240;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;466
2904;Turdus viscivorus;2;2270;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;289
2905;Fringilla coelebs;4;2300;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;436
2906;Parus major;1;2310;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;371
2907;Cyanistes caeruleus;2;2340;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;375
2908;Emberiza cia;2;2380;5;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;466
2909;Pyrrhocorax pyrrhocorax;8;2450;45;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;426
2910;Cyanistes caeruleus;1;2500;15;9;2008-06-05 08:36:00;2008-06-05 10:12:00;124;375
2008;Fringilla coelebs;1;245;45;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;436
2009;Parus major;1;250;45;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;371
2010;Certhia brachydactyla;1;260;15;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;392
2011;Emberiza cirlus;1;255;15;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;464
2012;Fringilla coelebs;1;280;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;436
2013;Fringilla coelebs;1;295;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;436
2014;Fringilla coelebs;2;370;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;436
2015;Fringilla coelebs;1;411;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;436
2016;Fringilla coelebs;1;440;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;436
2017;Fringilla coelebs;1;450;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;436
2018;Fringilla coelebs;2;465;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;436
2019;Lullula arborea;2;480;45;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;236
2020;Cyanistes caeruleus;1;590;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;375
2021;Fringilla coelebs;1;730;45;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;436
2022;Emberiza cia;1;775;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;466
2023;Phoenicurus ochruros;1;825;25;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;304
2024;Cyanistes caeruleus;1;925;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;375
2025;Cyanistes caeruleus;1;1000;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;375
2026;Phoenicurus ochruros;1;1200;45;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;304
2027;Emberiza cia;1;1200;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;466
2028;Fringilla coelebs;1;1300;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;436
2029;Erithacus rubecula;1;1350;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;296
2030;Cyanistes caeruleus;1;1300;45;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;375
2031;Turdus merula;1;1400;25;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;293
2032;Garrulus glandarius;1;1550;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;433
2033;Parus major;1;1710;15;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;371
2034;Serinus serinus;1;1710;45;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;442
2035;Turdus merula;1;1730;15;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;293
2036;Serinus serinus;1;1730;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;442
2037;Aegithalos caudatus;1;1730;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;380
2038;Emberiza cia;2;1780;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;466
2039;Fringilla coelebs;2;1870;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;436
2040;Parus major;1;1870;25;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;371
2041;Emberiza cia;1;1950;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;466
2042;Parus major;2;1930;15;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;371
2043;Cyanistes caeruleus;3;2020;15;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;375
2044;Cyanistes caeruleus;1;2110;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;375
2045;Cyanistes caeruleus;2;2130;15;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;375
2046;Cyanistes caeruleus;1;2130;5;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;375
2047;Lullula arborea;1;2470;45;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;236
2089;Pyrrhocorax pyrrhocorax;5;480;45;9;2008-05-13 10:13:00;2008-05-13 11:33:00;99;426
14023;Fringilla coelebs;1;1880;5;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;436
14024;Parus major;1;1510;5;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;371
14025;Emberiza cia;1;1400;5;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;466
14026;Fringilla coelebs;1;1390;5;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;436
14027;Turdus viscivorus;1;2300;5;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;289
14028;Fringilla coelebs;2;2050;5;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;436
14029;Phylloscopus bonelli;1;1940;15;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;350
14030;Cyanistes caeruleus;1;250;15;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;375
14031;Periparus ater;1;225;25;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;373
14032;Emberiza cia;1;2380;5;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;466
14033;Regulus ignicapillus;1;269;5;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;361
14034;Serinus serinus;1;250;5;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;442
14035;Fringilla coelebs;1;63;25;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;436
14036;Emberiza cia;2;2260;15;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;466
14037;Emberiza cia;1;608;15;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;466
14038;Fringilla coelebs;1;230;15;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;436
14039;Periparus ater;1;2380;5;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;373
14040;Turdus viscivorus;1;1610;5;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;289
14041;Periparus ater;1;45;15;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;373
14042;Emberiza cia;1;2430;15;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;466
14043;Fringilla coelebs;2;2280;25;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;436
14044;Turdus viscivorus;3;2420;25;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;289
14045;Fringilla coelebs;2;233;25;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;436
14046;Fringilla coelebs;1;2380;5;9;2012-06-14 06:54:00;2012-06-14 08:37:00;588;436
14047;Phoenicurus ochruros;1;233;45;15;2012-06-29 08:15:00;2012-06-29 09:35:00;589;304
14048;Oenanthe oenanthe;1;89;45;15;2012-06-29 08:15:00;2012-06-29 09:35:00;589;309
14050;Phoenicurus ochruros;1;367;15;15;2012-06-29 08:15:00;2012-06-29 09:35:00;589;304
14051;Oenanthe oenanthe;1;2344;15;15;2012-06-29 08:15:00;2012-06-29 09:35:00;589;309
14052;Prunella collaris;1;747;5;15;2012-06-29 08:15:00;2012-06-29 09:35:00;589;286
14053;Oenanthe oenanthe;1;2344;25;15;2012-06-29 08:15:00;2012-06-29 09:35:00;589;309
14054;Troglodytes troglodytes;1;2470;15;8;2012-06-12 07:55:00;2012-06-12 09:20:00;590;282
14055;Falco tinnunculus;1;872;45;8;2012-06-12 07:55:00;2012-06-12 09:20:00;590;731
14056;Oenanthe oenanthe;1;750;35;8;2012-06-12 07:55:00;2012-06-12 09:20:00;590;309
14057;Alauda arvensis;1;500;5;8;2012-06-12 07:55:00;2012-06-12 09:20:00;590;234
14058;Oenanthe oenanthe;1;191;5;8;2012-06-12 07:55:00;2012-06-12 09:20:00;590;309
14059;Alauda arvensis;1;153;45;8;2012-06-12 07:55:00;2012-06-12 09:20:00;590;234
14061;Alauda arvensis;2;1903;45;8;2012-06-12 07:55:00;2012-06-12 09:20:00;590;234
14062;Alauda arvensis;1;482;5;8;2012-06-12 07:55:00;2012-06-12 09:20:00;590;234
14064;Alauda arvensis;1;693;5;8;2012-06-12 07:55:00;2012-06-12 09:20:00;590;234
14065;Emberiza cia;1;1494;5;8;2012-06-12 07:55:00;2012-06-12 09:20:00;590;466
14066;Alauda arvensis;1;1;5;8;2012-06-12 07:55:00;2012-06-12 09:20:00;590;234
14067;Troglodytes troglodytes;1;1022;45;8;2012-06-12 07:55:00;2012-06-12 09:20:00;590;282
14068;Alectoris rufa;2;2000;15;8;2012-06-12 07:55:00;2012-06-12 09:20:00;590;747
14069;Troglodytes troglodytes;1;2287;45;8;2012-06-12 07:55:00;2012-06-12 09:20:00;590;282
14070;Alauda arvensis;2;1750;15;8;2012-06-12 07:55:00;2012-06-12 09:20:00;590;234
14072;Oenanthe oenanthe;1;1250;45;8;2012-06-12 07:55:00;2012-06-12 09:20:00;590;309
14074;Troglodytes troglodytes;1;2287;35;8;2012-06-12 07:55:00;2012-06-12 09:20:00;590;282
14075;Alauda arvensis;2;693;25;8;2012-06-12 07:55:00;2012-06-12 09:20:00;590;234
14076;Oenanthe oenanthe;2;1250;35;8;2012-06-12 07:55:00;2012-06-12 09:20:00;590;309
14150;Alectoris rufa;5;1230;5;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;747
14151;Phoenicurus ochruros;1;926;5;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;304
14152;Alectoris rufa;1;926;5;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;747
14153;Cyanistes caeruleus;1;1020;5;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;375
14154;Turdus torquatus;4;1300;5;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;294
14155;Alectoris rufa;2;680;25;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;747
14156;Turdus torquatus;9;1410;25;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;294
14157;Alectoris rufa;1;953;5;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;747
14158;Turdus torquatus;15;506;5;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;294
14159;Turdus merula;1;350;5;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;293
14160;Phylloscopus;1;1250;5;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;349
14161;Alectoris rufa;5;226;15;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;747
14162;Turdus torquatus;2;226;15;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;294
14163;Erithacus rubecula;1;721;5;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;296
14164;Sylvia undata;2;1290;5;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;318
14165;Turdus torquatus;1;926;15;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;294
14166;Sylvia undata;3;1410;5;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;318
14167;Turdus torquatus;1;660;5;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;294
14168;Alectoris rufa;7;1620;15;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;747
14169;Turdus torquatus;2;576;5;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;294
14170;Phylloscopus;1;506;5;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;349
14171;Turdus torquatus;1;768;5;3;2012-10-31 08:20:00;2012-10-31 09:20:00;595;294
14214;Pyrrhocorax pyrrhocorax;10;1730;45;16;2012-06-29 08:15:00;2012-06-29 09:00:00;598;426
26043;Columba palumbus;1;520;5;2;2013-09-27 08:05:00;2013-09-27 10:30:00;988;796
26044;Cyanistes caeruleus;2;370;5;2;2013-09-27 08:05:00;2013-09-27 10:30:00;988;375
26045;Lullula arborea;4;580;5;2;2013-09-27 08:05:00;2013-09-27 10:30:00;988;236
26046;Cyanistes caeruleus;2;1300;15;2;2013-09-27 08:05:00;2013-09-27 10:30:00;988;375
26047;Parus major;1;1180;15;2;2013-09-27 08:05:00;2013-09-27 10:30:00;988;371
26048;Cyanistes caeruleus;1;250;15;2;2013-09-27 08:05:00;2013-09-27 10:30:00;988;375
26049;Garrulus glandarius;1;1900;5;2;2013-09-27 08:05:00;2013-09-27 10:30:00;988;433
26050;Parus major;1;980;5;2;2013-09-27 08:05:00;2013-09-27 10:30:00;988;371
26051;Cyanistes caeruleus;2;980;15;2;2013-09-27 08:05:00;2013-09-27 10:30:00;988;375
26052;Garrulus glandarius;1;900;5;2;2013-09-27 08:05:00;2013-09-27 10:30:00;988;433
26053;Cyanistes caeruleus;6;620;5;2;2013-09-27 08:05:00;2013-09-27 10:30:00;988;375
